customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,avg_monthly_charge,is_high_value,tenure_group,num_services,churn_binary
9055-MOJJJ,Female,False,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,No,63.5625,False,49-72m,3,0
4359-INNWN,Female,False,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,19.876470588235293,False,13-24m,0,0
0585-EGDDA,Male,False,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,No,79.21875,True,25-48m,2,0
4032-RMHCI,Female,False,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No,34.44878048780488,False,25-48m,2,0
0549-CYCQN,Male,True,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,77.93529411764706,True,49-72m,1,0
3481-JHUZH,Male,False,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,No,83.8780487804878,True,25-48m,1,0
7250-EQKIY,Female,False,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Yes,50.45,False,0-12m,1,1
3594-IVHJZ,Female,False,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,21.225,False,0-12m,0,0
6869-FGJJC,Male,False,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No,80.31544117647059,True,49-72m,2,0
3896-ZVNET,Female,False,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,No,23.822916666666668,False,13-24m,0,0
8205-VSLRB,Male,False,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,78.54571428571428,True,49-72m,4,0
5960-MVTUK,Male,False,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,No,32.28333333333333,False,0-12m,1,0
6817-WTYHE,Male,False,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,55.525,False,0-12m,0,0
3082-VQXNH,Male,False,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No,31.46666666666667,False,0-12m,1,0
4013-UBXWQ,Female,False,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,Yes,74.44285714285715,True,0-12m,3,1
4931-TRZWN,Female,False,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,71.06538461538462,True,13-24m,3,0
0750-EKNGL,Male,False,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,No,20.157142857142855,False,0-12m,0,0
7669-LCRSD,Male,False,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,52.387499999999996,False,0-12m,1,0
3567-PQTSO,Male,False,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No,105.21320754716982,True,49-72m,4,0
5519-NPHVG,Female,False,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,87.175,True,0-12m,2,1
8043-PNYSD,Male,False,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,No,19.77142857142857,False,49-72m,0,0
9938-EKRGF,Female,False,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,85.85666666666665,True,13-24m,6,0
2703-AMTUL,Male,False,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,No,53.87083333333333,False,25-48m,2,0
0928-JMXNP,Male,True,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,No,29.5625,False,0-12m,1,0
8173-RXAYP,Female,False,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,No,18.85625,False,13-24m,0,0
4825-XJGDM,Female,False,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No,44.205737704918036,False,49-72m,4,0
5402-HTOTQ,Male,False,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,No,54.709375,False,13-24m,1,0
6734-JDTTV,Male,False,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,No,19.493076923076924,False,49-72m,0,0
7850-THJMU,Female,False,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,No,19.034615384615385,False,25-48m,0,0
3890-RTCMS,Male,False,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799.0,No,49.9375,False,13-24m,1,0
8849-GYOKR,Female,False,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes,106.72777777777777,True,49-72m,4,1
3148-BLQJT,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Yes,20.1,False,0-12m,0,1
3717-FDJFU,Male,False,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No,21.380000000000003,False,0-12m,0,0
3665-JATSN,Female,False,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No,37.37105263157895,False,13-24m,2,0
7966-YOTQW,Male,False,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,No,56.82000000000001,False,0-12m,1,0
0461-CVKMU,Female,False,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,Yes,82.6195652173913,True,13-24m,3,1
8806-EAGWC,Male,False,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,Yes,53.050000000000004,False,0-12m,1,1
8853-TZDGH,Female,False,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,No,111.28819444444444,True,49-72m,5,0
7779-LGOVN,Male,True,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,Yes,85.66499999999999,True,0-12m,1,1
4324-BZCKL,Female,False,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,No,55.129999999999995,False,0-12m,2,0
6924-TDGMT,Male,False,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,No,16.813636363636363,False,0-12m,0,0
9710-ZUSHQ,Female,True,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Yes,109.64189189189189,True,25-48m,4,1
1536-YHDOE,Male,False,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,No,64.50882352941177,False,13-24m,2,0
8123-QBNAZ,Female,False,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,No,102.35972222222222,True,25-48m,4,0
3629-ZNKXA,Male,True,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,No,103.08529411764707,True,13-24m,4,0
4827-LTQRJ,Female,True,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,No,109.25530303030304,True,49-72m,5,0
7711-YIJWC,Male,False,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,No,86.30327868852459,True,49-72m,6,0
5482-VXSXJ,Male,False,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,No,98.05909090909091,True,13-24m,3,0
7365-BVCJH,Male,False,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,No,24.4,False,0-12m,0,0
9620-ENEJV,Female,False,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,433.95,No,72.325,True,0-12m,0,0
4183-WCSEP,Male,False,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,2435.15,Yes,78.55322580645162,True,25-48m,2,1
2378-YIZKA,Female,False,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5607.75,No,82.46691176470588,True,49-72m,6,0
5498-TXHLF,Female,False,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2874.15,Yes,84.53382352941176,True,25-48m,2,1
0689-DSXGL,Female,False,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,No,85.25576923076923,True,49-72m,3,0
6818-DJXAA,Female,False,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,964.35,No,96.435,True,0-12m,3,0
9722-UJOJR,Male,False,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,1974.8,Yes,68.09655172413792,True,25-48m,0,1
0464-WJTKO,Female,False,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1460.85,No,20.289583333333333,False,49-72m,0,0
8902-ZEOVF,Male,False,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,951.55,No,20.245744680851065,False,25-48m,0,0
6778-EICRF,Male,False,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.8,1821.2,No,75.88333333333334,True,13-24m,3,0
2662-NNTDK,Male,False,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,1600.95,No,24.63,False,49-72m,0,0
4132-KALRO,Female,False,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,399.25,No,99.8125,True,0-12m,3,0
3902-FOIGH,Male,True,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,Yes,101.54583333333333,True,0-12m,3,1
6772-KSATR,Male,False,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,81.7,Yes,81.7,True,0-12m,1,1
7112-OPOTK,Male,False,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,Yes,65.79242424242425,False,25-48m,0,1
2874-YXVVA,Female,False,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,No,106.90588235294118,True,25-48m,5,0
1245-HARPS,Female,False,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4,No,20.885714285714283,False,13-24m,0,0
4210-QFJMF,Female,False,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,Yes,79.3125,True,0-12m,1,1
4323-ELYYB,Male,False,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,218.55,No,16.81153846153846,False,13-24m,0,0
4293-ETKAP,Female,False,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,No,78.02923076923076,True,49-72m,4,0
6064-PUPMC,Male,False,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),57.2,1423.35,No,61.88478260869565,False,13-24m,2,0
6504-VBLFL,Male,False,Yes,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6,No,55.79272727272727,False,49-72m,3,0
6322-PJJDJ,Male,False,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.8,4690.65,No,95.72755102040816,True,49-72m,3,0
0330-BGYZE,Male,False,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,No,102.62666666666668,True,49-72m,4,0
1085-LDWAM,Female,False,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,No,20.907971014492755,False,49-72m,0,0
7586-ZATGZ,Male,False,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9,3369.05,No,84.22625000000001,True,25-48m,1,0
7197-VOJMM,Male,False,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,No,69.72611940298506,False,49-72m,4,0
3318-OSATS,Male,True,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3474.05,Yes,99.25857142857143,True,25-48m,2,1
5828-AVIPD,Male,False,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,Yes,98.71315789473684,True,13-24m,3,1
1843-TLSGD,Female,False,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,272.35,No,20.950000000000003,False,13-24m,0,0
9626-VFRGG,Female,False,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,No,88.90365853658537,True,25-48m,2,0
7075-BNDVQ,Female,False,No,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,35.0,135.75,No,33.9375,False,0-12m,2,0
9143-CANJF,Female,False,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85,No,54.99375,False,13-24m,2,0
7284-BUYEC,Female,False,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,229.4,No,45.88,False,0-12m,3,0
2041-JIJCI,Female,False,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,No,74.05,False,0-12m,2,0
1086-LXKFY,Female,False,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,69.1,Yes,69.1,False,0-12m,0,1
4900-MSOMT,Female,False,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.2,5714.2,No,79.36388888888888,True,49-72m,5,0
2229-VWQJH,Female,False,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,No,51.385416666666664,False,13-24m,1,0
9194-GFVOI,Female,False,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.35,3571.6,No,85.03809523809524,True,25-48m,5,0
1336-EZFZY,Female,False,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,83.3,No,20.825,False,0-12m,0,0
4282-MSACW,Male,False,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,No,118.17573529411764,True,49-72m,6,0
1403-LKLIK,Female,False,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4,No,17.55757575757576,False,25-48m,0,0
2636-ALXXZ,Female,True,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,69.6,False,0-12m,0,1
7774-OJSXI,Male,False,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,3066.45,Yes,98.91774193548386,True,25-48m,4,1
7786-WBJYI,Female,False,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,305.55,Yes,76.3875,True,0-12m,1,1
0136-IFMYD,Male,True,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25,No,110.6413043478261,True,49-72m,5,0
5144-TVGLP,Male,True,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,No,96.13157894736842,True,25-48m,2,0
9643-AVVWI,Female,False,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,No,80.43333333333334,True,0-12m,2,0
0253-ZTEOB,Female,False,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,No,80.63125000000001,True,25-48m,4,0
2706-QZIHY,Female,False,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,No,25.86,False,13-24m,0,0
6061-PQHMK,Female,False,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,527.5,No,21.1,False,25-48m,0,0
9885-CSMWE,Female,True,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,Yes,78.45,True,0-12m,1,1
6137-MFAJN,Female,False,No,No,48,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8,2104.55,No,43.84479166666667,False,25-48m,3,0
9122-UMROB,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,No,20.3,False,0-12m,0,0
4232-JGKIY,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,19.2,No,19.2,False,0-12m,0,0
2402-TAIRZ,Female,False,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.05,3019.1,No,81.59729729729729,True,25-48m,2,0
9659-ZTWSM,Male,True,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,No,106.84772727272727,True,49-72m,5,0
9139-TWBAS,Female,False,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,No,45.78846153846154,False,25-48m,4,0
6685-GBWJZ,Male,False,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,No,70.61587301587302,True,49-72m,4,0
5016-ETTFF,Male,False,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,Yes,25.525,False,0-12m,1,1
3866-MDTUB,Female,False,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,146.9,Yes,73.45,True,0-12m,3,1
2195-VVRJF,Male,True,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,No,56.169444444444444,False,13-24m,2,0
3913-RDSJZ,Female,False,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.55,1714.95,No,26.79609375,False,49-72m,0,0
8058-JMEQO,Female,True,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,Yes,84.72222222222223,True,0-12m,1,1
4203-QGNZA,Female,False,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,535.35,No,19.119642857142857,False,25-48m,0,0
5043-TRZWM,Female,False,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,No,75.55,True,0-12m,1,0
0697-ZMSWS,Male,False,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,Yes,84.725,True,0-12m,1,1
7657-DYEPJ,Male,True,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,Yes,65.71973684210526,False,25-48m,4,1
9494-BDNNC,Male,False,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,No,95.05151515151515,True,49-72m,3,0
1640-PLFMP,Female,False,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,No,70.25,False,0-12m,0,0
